tieude,dientich,giavnd,vitri,phanloai,sophong,area_m2,price_vnd,standardized_location,property_type_clean,price_per_m2,price_group,area_group,has_studio,has_balcony,has_mezzanine,has_furniture,has_new,has_window,has_elevator
Phòng 27m2 giờ giấc tự do không ngập nước,27 m,2600000,Nhà Bè,PhongTro,1,27.0,2600000.0,Nhà Bè,Phòng trọ,96296.29629629629,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Phòng cửa sổ thoáng full nội thất gần PV Gas,30 m,4800000,Nhà Bè,PhongTro,1,30.0,4800000.0,Nhà Bè,Phòng trọ,160000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,True,False
Phòng ban công Lê Văn Lương thuận tiện qua UFM TDT,20 m,4200000,Nhà Bè,PhongTro,1,20.0,4200000.0,Nhà Bè,Phòng trọ,210000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,True,False,False,False,False,False
Phòng đẹp full nội thất 187A Lê Văn Lương,17 m,3100000,Nhà Bè,PhongTro,1,17.0,3100000.0,Nhà Bè,Phòng trọ,182352.9411764706,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,True,False,False,False
Pass phòng căn hộ Hoàng Anh Gold House,10 m,2300000,Nhà Bè,PhongTro,1,10.0,2300000.0,Nhà Bè,Phòng trọ,230000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Nhà 3 tầng trung tâm Quận 1,25 m,10000000,Quận 1,NhaNguyenCan,2,25.0,10000000.0,Quận 1,Nhà nguyên căn,400000.0,Cao (>8.5 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Nhà nguyên căn hẻm xe hơi Hồ Hảo Hớn,56 m,13000000,Quận 1,NhaNguyenCan,2,56.0,13000000.0,Quận 1,Nhà nguyên căn,232142.85714285713,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà nguyên căn gần chợ Bến Thành,75 m,10500000,Quận 1,NhaNguyenCan,1,75.0,10500000.0,Quận 1,Nhà nguyên căn,140000.0,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà nguyên căn Trần Quang Khải Tân Định,36 m,6000000,Quận 1,NhaNguyenCan,1,36.0,6000000.0,Quận 1,Nhà nguyên căn,166666.66666666666,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Nhà nguyên căn 2 tầng Nguyễn Cư Trinh,70 m,14900000,Quận 1,NhaNguyenCan,3,70.0,14900000.0,Quận 1,Nhà nguyên căn,212857.14285714287,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà cho thuê Trần Đình Xu,35 m,15000000,Quận 1,NhaNguyenCan,2,35.0,15000000.0,Quận 1,Nhà nguyên căn,428571.4285714286,Cao (>8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Nhà mặt tiền Mai Thị Lựu,105 m,50000000,Quận 1,NhaNguyenCan,3,105.0,50000000.0,Quận 1,Nhà nguyên căn,476190.4761904762,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà nguyên căn mặt tiền Trần Khánh Dư,27 m,23000000,Quận 1,NhaNguyenCan,1,27.0,23000000.0,Quận 1,Nhà nguyên căn,851851.8518518518,Cao (>8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Nhà nguyên căn Võ Văn Kiệt,55 m,10000000,Quận 1,NhaNguyenCan,3,55.0,10000000.0,Quận 1,Nhà nguyên căn,181818.18181818182,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà hẻm Bà Lê Chân gần chợ Tân Định,70 m,10000000,Quận 1,NhaNguyenCan,1,70.0,10000000.0,Quận 1,Nhà nguyên căn,142857.14285714287,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà hẻm Hoàng Sa Tân Định,60 m,12500000,Quận 1,NhaNguyenCan,3,60.0,12500000.0,Quận 1,Nhà nguyên căn,208333.33333333334,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà nguyên căn Nguyễn Bỉnh Khiêm,125 m,29000000,Quận 1,NhaNguyenCan,1,125.0,29000000.0,Quận 1,Nhà nguyên căn,232000.0,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà Quận 1 Nguyễn Cảnh Chân,60 m,9000000,Quận 1,NhaNguyenCan,2,60.0,9000000.0,Quận 1,Nhà nguyên căn,150000.0,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Mặt tiền Nguyễn Thái Bình,71 m,80000000,Quận 1,NhaNguyenCan,3,71.0,80000000.0,Quận 1,Nhà nguyên căn,1126760.5633802817,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà nguyên căn Đề Thám sát phố Tây,60 m,8500000,Quận 1,NhaNguyenCan,3,60.0,8500000.0,Quận 1,Nhà nguyên căn,141666.66666666666,Trung bình (4-8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà nguyên căn gần chợ Bến Thành,70 m,11000000,Quận 1,NhaNguyenCan,2,70.0,11000000.0,Quận 1,Nhà nguyên căn,157142.85714285713,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà chính chủ gần Sở Thú,35 m,6500000,Quận 1,NhaNguyenCan,1,35.0,6500000.0,Quận 1,Nhà nguyên căn,185714.2857142857,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Nhà nguyên căn Cống Quỳnh,94 m,14000000,Quận 1,NhaNguyenCan,3,94.0,14000000.0,Quận 1,Nhà nguyên căn,148936.17021276595,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà tầng trệt Cô Giang,33 m,6000000,Quận 1,NhaNguyenCan,2,33.0,6000000.0,Quận 1,Nhà nguyên căn,181818.18181818182,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Nhà nguyên căn Nguyễn Trãi,96 m,9000000,Quận 1,NhaNguyenCan,1,96.0,9000000.0,Quận 1,Nhà nguyên căn,93750.0,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà KDC Cát Lái,119 m,15000000,Quận 2,NhaNguyenCan,2,119.0,15000000.0,Quận 2,Nhà nguyên căn,126050.42016806723,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Mặt bằng trệt 230m2 Cát Lái,230 m,25000000,Quận 2,NhaNguyenCan,3,230.0,25000000.0,Quận 2,Nhà nguyên căn,108695.65217391304,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà nguyên căn mặt tiền đường 32 Cát Lái,160 m,40000000,Quận 2,NhaNguyenCan,3,160.0,40000000.0,Quận 2,Nhà nguyên căn,250000.0,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà 2 mặt tiền Cát Lái gần cảng,100 m,13000000,Quận 2,NhaNguyenCan,2,100.0,13000000.0,Quận 2,Nhà nguyên căn,130000.0,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà 5 tầng gần bệnh viện Lê Văn Thịnh,300 m,22000000,Quận 2,NhaNguyenCan,1,300.0,22000000.0,Quận 2,Nhà nguyên căn,73333.33333333333,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Biệt thự mini Trần Não,96 m,23000000,Quận 2,NhaNguyenCan,3,96.0,23000000.0,Quận 2,Nhà nguyên căn,239583.33333333334,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà phố Cát Lái 7x17,119 m,17000000,Quận 2,NhaNguyenCan,3,119.0,17000000.0,Quận 2,Nhà nguyên căn,142857.14285714287,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà đường Trần Não 3 lầu,85 m,26000000,Quận 2,NhaNguyenCan,1,85.0,26000000.0,Quận 2,Nhà nguyên căn,305882.35294117645,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà trống có sân đậu ô tô,80 m,9000000,Quận 2,NhaNguyenCan,1,80.0,9000000.0,Quận 2,Nhà nguyên căn,112500.0,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà nguyên căn Nguyễn Thị Định,65 m,6600000,Quận 2,NhaNguyenCan,2,65.0,6600000.0,Quận 2,Nhà nguyên căn,101538.46153846153,Trung bình (4-8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Mặt tiền Trần Não,45 m,25000000,Quận 2,NhaNguyenCan,2,45.0,25000000.0,Quận 2,Nhà nguyên căn,555555.5555555555,Cao (>8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Shophouse tầng trệt Cát Lái,40 m,5000000,Quận 2,NhaNguyenCan,2,40.0,5000000.0,Quận 2,Nhà nguyên căn,125000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Nhà nguyên căn trệt lửng Nguyễn Thị Định,50 m,5600000,Quận 2,NhaNguyenCan,2,50.0,5600000.0,Quận 2,Nhà nguyên căn,112000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Nhà nguyên căn Thạnh Mỹ Lợi,72 m,12000000,Quận 2,NhaNguyenCan,1,72.0,12000000.0,Quận 2,Nhà nguyên căn,166666.66666666666,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà nguyên căn Thạnh Mỹ Lợi,170 m,9000000,Quận 2,NhaNguyenCan,1,170.0,9000000.0,Quận 2,Nhà nguyên căn,52941.17647058824,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà KDC Cát Lái,120 m,20000000,Quận 2,NhaNguyenCan,1,120.0,20000000.0,Quận 2,Nhà nguyên căn,166666.66666666666,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà nguyên căn Cát Lái gần Citisoho,70 m,6000000,Quận 2,NhaNguyenCan,3,70.0,6000000.0,Quận 2,Nhà nguyên căn,85714.28571428571,Trung bình (4-8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà Cát Lái 5x17 1 trệt 3 lầu,85 m,13000000,Quận 2,NhaNguyenCan,1,85.0,13000000.0,Quận 2,Nhà nguyên căn,152941.17647058822,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà full nội thất 2 mặt tiền An Khánh,84 m,37000000,Quận 2,NhaNguyenCan,3,84.0,37000000.0,Quận 2,Nhà nguyên căn,440476.1904761905,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,True,False,False,False
Nhà mặt bằng kinh doanh Cách Mạng Tháng Tám,49 m,17000000,Quận 3,NhaNguyenCan,3,49.0,17000000.0,Quận 3,Nhà nguyên căn,346938.7755102041,Cao (>8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Nhà sát mặt tiền Lê Văn Sỹ,34 m,20000000,Quận 3,NhaNguyenCan,3,34.0,20000000.0,Quận 3,Nhà nguyên căn,588235.2941176471,Cao (>8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Nhà hẻm xe hơi Trần Quang Diệu,63 m,14000000,Quận 3,NhaNguyenCan,3,63.0,14000000.0,Quận 3,Nhà nguyên căn,222222.22222222222,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Biệt thự hẻm xe hơi Lê Văn Sỹ,112 m,42000000,Quận 3,NhaNguyenCan,3,112.0,42000000.0,Quận 3,Nhà nguyên căn,375000.0,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà mặt tiền Trường Sa,200 m,40000000,Quận 3,NhaNguyenCan,3,200.0,40000000.0,Quận 3,Nhà nguyên căn,200000.0,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Phòng trọ nữ sinh viên Lý Thái Tổ,9 m,3000000,Quận 3,NhaNguyenCan,2,9.0,3000000.0,Quận 3,Nhà nguyên căn,333333.3333333333,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Nhà nguyên căn Nguyễn Đình Chiểu,85 m,20000000,Quận 3,NhaNguyenCan,3,85.0,20000000.0,Quận 3,Nhà nguyên căn,235294.11764705883,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà nguyên căn Trần Quốc Toản,100 m,13000000,Quận 3,NhaNguyenCan,1,100.0,13000000.0,Quận 3,Nhà nguyên căn,130000.0,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà mặt tiền nhỏ Nguyễn Sơn Hà,34 m,8000000,Quận 3,NhaNguyenCan,1,34.0,8000000.0,Quận 3,Nhà nguyên căn,235294.11764705883,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Nhà nguyên căn Nguyễn Đình Chiểu gần chợ Bàn Cờ,10 m,7000000,Quận 3,NhaNguyenCan,1,10.0,7000000.0,Quận 3,Nhà nguyên căn,700000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Nhà nguyên căn Nguyễn Thiện Thuật,33 m,16000000,Quận 3,NhaNguyenCan,2,33.0,16000000.0,Quận 3,Nhà nguyên căn,484848.48484848486,Cao (>8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Nhà hẻm xe hơi Trường Sa,120 m,18000000,Quận 3,NhaNguyenCan,3,120.0,18000000.0,Quận 3,Nhà nguyên căn,150000.0,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà nguyên căn Trần Văn Đang,59 m,8900000,Quận 3,NhaNguyenCan,2,59.0,8900000.0,Quận 3,Nhà nguyên căn,150847.45762711865,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà nguyên căn Trần Quang Diệu,17 m,11000000,Quận 3,NhaNguyenCan,3,17.0,11000000.0,Quận 3,Nhà nguyên căn,647058.8235294118,Cao (>8.5 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Nhà nguyên căn Lê Văn Sỹ full nội thất,48 m,30000000,Quận 3,NhaNguyenCan,3,48.0,30000000.0,Quận 3,Nhà nguyên căn,625000.0,Cao (>8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
Nhà nguyên căn Lê Văn Sỹ hẻm xe hơi,48 m,30000000,Quận 3,NhaNguyenCan,2,48.0,30000000.0,Quận 3,Nhà nguyên căn,625000.0,Cao (>8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Nhà nguyên căn Hoàng Sa,42 m,6000000,Quận 3,NhaNguyenCan,2,42.0,6000000.0,Quận 3,Nhà nguyên căn,142857.14285714287,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Nhà nguyên căn Lê Văn Sỹ,22 m,10000000,Quận 3,NhaNguyenCan,2,22.0,10000000.0,Quận 3,Nhà nguyên căn,454545.45454545453,Cao (>8.5 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Nhà nguyên căn 2 mặt tiền kinh doanh,69 m,14999999,Quận 4,NhaNguyenCan,3,69.0,14999999.0,Quận 4,Nhà nguyên căn,217391.28985507245,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà nguyên căn mặt tiền hẻm Vĩnh Khánh,40 m,11000000,Quận 4,NhaNguyenCan,2,40.0,11000000.0,Quận 4,Nhà nguyên căn,275000.0,Cao (>8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Nhà nguyên căn Đoàn Văn Bơ,21 m,3000000,Quận 4,NhaNguyenCan,3,21.0,3000000.0,Quận 4,Nhà nguyên căn,142857.14285714287,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Nhà quận 4 hẻm 148,20 m,5000000,Quận 4,NhaNguyenCan,2,20.0,5000000.0,Quận 4,Nhà nguyên căn,250000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Nhà Quận 4 an ninh yên tĩnh,40 m,8000000,Quận 4,NhaNguyenCan,2,40.0,8000000.0,Quận 4,Nhà nguyên căn,200000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Nhà nguyên căn gần Nguyễn Văn Trỗi,24 m,9000000,Quận 4,NhaNguyenCan,3,24.0,9000000.0,Quận 4,Nhà nguyên căn,375000.0,Cao (>8.5 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Nhà nguyên căn Quận 4 Đoàn Văn Bơ,35 m,7000000,Quận 4,NhaNguyenCan,1,35.0,7000000.0,Quận 4,Nhà nguyên căn,200000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Nhà nguyên căn trung tâm Quận 4,97 m,11000000,Quận 4,NhaNguyenCan,3,97.0,11000000.0,Quận 4,Nhà nguyên căn,113402.06185567011,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà trong hẻm Tôn Đản,30 m,8000000,Quận 4,NhaNguyenCan,1,30.0,8000000.0,Quận 4,Nhà nguyên căn,266666.6666666667,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Nhà nguyên căn mặt tiền hẻm xe hơi Nguyễn Thần Hiến,60 m,10000000,Quận 4,NhaNguyenCan,1,60.0,10000000.0,Quận 4,Nhà nguyên căn,166666.66666666666,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà nguyên căn Tôn Đản,40 m,8000000,Quận 4,NhaNguyenCan,1,40.0,8000000.0,Quận 4,Nhà nguyên căn,200000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Nhà đẹp Đoàn Văn Bơ,70 m,12000000,Quận 4,NhaNguyenCan,1,70.0,12000000.0,Quận 4,Nhà nguyên căn,171428.57142857142,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà Phường 18 Quận 4,37 m,10500000,Quận 4,NhaNguyenCan,1,37.0,10500000.0,Quận 4,Nhà nguyên căn,283783.7837837838,Cao (>8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Nhà nguyên căn Đoàn Văn Bơ,56 m,8000000,Quận 4,NhaNguyenCan,3,56.0,8000000.0,Quận 4,Nhà nguyên căn,142857.14285714287,Trung bình (4-8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà nguyên căn Tôn Thất Thuyết,55 m,10000000,Quận 4,NhaNguyenCan,3,55.0,10000000.0,Quận 4,Nhà nguyên căn,181818.18181818182,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà mới hoàn thiện Tôn Thất Thuyết,50 m,10000000,Quận 4,NhaNguyenCan,3,50.0,10000000.0,Quận 4,Nhà nguyên căn,200000.0,Cao (>8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Nhà nguyên căn gần Đại học Tôn Đức Thắng,70 m,8500000,Quận 4,NhaNguyenCan,3,70.0,8500000.0,Quận 4,Nhà nguyên căn,121428.57142857143,Trung bình (4-8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà nguyên căn mặt tiền Nguyễn Tất Thành,80 m,30000000,Quận 4,NhaNguyenCan,1,80.0,30000000.0,Quận 4,Nhà nguyên căn,375000.0,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà hẻm Tôn Đản 2 lầu 2 phòng ngủ,60 m,7500000,Quận 4,NhaNguyenCan,2,60.0,7500000.0,Quận 4,Nhà nguyên căn,125000.0,Trung bình (4-8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà Q4 diện tích sử dụng 95m2,95 m,8000000,Quận 4,NhaNguyenCan,2,95.0,8000000.0,Quận 4,Nhà nguyên căn,84210.52631578948,Trung bình (4-8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà nguyên căn Trần Hưng Đạo,33 m,12000000,Quận 5,NhaNguyenCan,3,33.0,12000000.0,Quận 5,Nhà nguyên căn,363636.36363636365,Cao (>8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Nhà khu vực quận 5 gần chợ Kim Biên,56 m,6000000,Quận 5,NhaNguyenCan,3,56.0,6000000.0,Quận 5,Nhà nguyên căn,107142.85714285714,Trung bình (4-8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà nguyên căn Võ Văn Kiệt,50 m,20000000,Quận 5,NhaNguyenCan,1,50.0,20000000.0,Quận 5,Nhà nguyên căn,400000.0,Cao (>8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Nhà nguyên căn mặt tiền Trần Bình Trọng,120 m,70000000,Quận 5,NhaNguyenCan,1,120.0,70000000.0,Quận 5,Nhà nguyên căn,583333.3333333334,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà có gác lửng Trần Phú,40 m,7500000,Quận 5,NhaNguyenCan,2,40.0,7500000.0,Quận 5,Nhà nguyên căn,187500.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,True,False,False,False,False
Nhà để ở trung tâm Quận 5,40 m,5000000,Quận 5,NhaNguyenCan,1,40.0,5000000.0,Quận 5,Nhà nguyên căn,125000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Nhà lầu 1 Trần Hưng Đạo,130 m,8000000,Quận 5,NhaNguyenCan,3,130.0,8000000.0,Quận 5,Nhà nguyên căn,61538.46153846154,Trung bình (4-8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà riêng biệt trung tâm Quận 5,109 m,7500000,Quận 5,NhaNguyenCan,1,109.0,7500000.0,Quận 5,Nhà nguyên căn,68807.33944954128,Trung bình (4-8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Nhà nguyên căn Phan Văn Trị,12 m,5000000,Quận 5,NhaNguyenCan,3,12.0,5000000.0,Quận 5,Nhà nguyên căn,416666.6666666667,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Nhà nguyên căn Hùng Vương,30 m,8000000,Quận 5,NhaNguyenCan,2,30.0,8000000.0,Quận 5,Nhà nguyên căn,266666.6666666667,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Nhà nguyên căn Nguyễn Trãi full nội thất,52 m,16000000,Quận 5,NhaNguyenCan,2,52.0,16000000.0,Quận 5,Nhà nguyên căn,307692.3076923077,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,True,False,False,False
Nhà hẻm Huỳnh Mẫn Đạt,25 m,17000000,Quận 5,NhaNguyenCan,2,25.0,17000000.0,Quận 5,Nhà nguyên căn,680000.0,Cao (>8.5 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Nhà nguyên căn An Dương Vương,30 m,11000000,Quận 5,NhaNguyenCan,1,30.0,11000000.0,Quận 5,Nhà nguyên căn,366666.6666666667,Cao (>8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Nhà Nguyễn Chí Thanh,92 m,10000000,Quận 5,NhaNguyenCan,1,92.0,10000000.0,Quận 5,Nhà nguyên căn,108695.65217391304,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
